,CNation,CCity,Long,Lat,Potential,Wages,Potential_Mean,Wages_Mean,Name,CName,Img_Link,Ability,Age,Foot,Position,Caps_Goals,Length,Weight,Nation
1291,France,Nice,7.2683912,43.7009358,68.0,19180.0,68.49810606060606,24544.280303030304,Hassane Kamara,OGC Nice,https://img.fminside.net/facesfm22/85057778.png,66.0,27.0,Left,Striker,2 / 0,168,67,Ivory Coast
1292,Italy,Naples,14.2487679,40.8358846,76.0,85410.0,69.73652694610779,26731.221556886227,Faouzi Ghoulam,Napoli,https://img.fminside.net/facesfm22/85051536.png,66.0,30.0,Left,Defenders,37 / 5,184,80,Algeria
1293,Portugal,Porto,-8.6107884,41.1494512,78.0,5030.0,66.94324324324324,6634.8378378378375,João Mário,FC Porto,https://img.fminside.net/facesfm22/83174775.png,66.0,21.0,Right,Striker,0 / 0,177,62,Portugal
1294,England,London,-0.1276474,51.5073219,78.0,35100.0,71.55578093306288,42233.71196754564,Nuno Tavares,Arsenal,https://img.fminside.net/facesfm22/83169864.png,66.0,21.0,Left,Defenders,0 / 0,183,75,Portugal
1295,Spain,Getafe,-3.7302679,40.3081807,78.0,18420.0,71.26381909547739,29064.057788944723,Florentino Luís,Getafe,https://img.fminside.net/facesfm22/83169817.png,66.0,21.0,Right,Midfield,0 / 0,184,74,Portugal
1296,Portugal,Lisbon,-9.1365919,38.7077507,74.0,7660.0,66.94324324324324,6634.8378378378375,Gedson Fernandes,SL Benfica,https://img.fminside.net/facesfm22/83111338.png,66.0,22.0,Right,Midfield,2 / 0,182,69,Portugal
1297,Mexico,Monterrey,-100.315258,25.6802019,69.0,14900.0,67.5922746781116,8897.639484978541,Carlos González,Tigres UANL,https://img.fminside.net/facesfm22/79024554.png,66.0,28.0,Right,Striker,6 / 0,190,0,Paraguay
1298,Russia,Moscow,37.625444019985025,55.7245371,70.0,28720.0,66.40689655172413,15962.827586206897,Fabián Balbuena,Dynamo Moscow,https://img.fminside.net/facesfm22/79013838.png,66.0,29.0,Right,Defenders,19 / 0,188,88,Paraguay
1299,Turkey,İstanbul,28.9662187,41.0091982,74.0,17030.0,66.57402597402597,15953.35064935065,Diego Rossi,Fenerbahçe,https://img.fminside.net/facesfm22/78074592.png,66.0,23.0,Right,Striker,0 / 0,170,65,Uruguay
1300,Spain,Cádiz,-6.2928976,36.5297438,69.0,15380.0,71.26381909547739,29064.057788944723,Alfonso Espino,Cádiz CF,https://img.fminside.net/facesfm22/78066692.png,66.0,29.0,Left,Defenders,0 / 0,172,71,Uruguay
1301,Germany,Berlin,13.3996024,52.5186925,70.0,44880.0,68.02046783625731,22653.040935672514,Taiwo Awoniyi,Union Berlin,https://img.fminside.net/facesfm22/13136629.png,66.0,23.0,Right,Striker,0 / 0,178,74,Nigeria
1302,Germany,Bremen,8.8071646,53.0758196,70.0,14510.0,68.02046783625731,22653.040935672514,Roger Assalé,Werder Bremen,https://img.fminside.net/facesfm22/13133823.png,66.0,27.0,Right,Striker,20 / 3,167,65,Ivory Coast
1303,Serbia,Belgrade,20.4568974,44.8178131,70.0,9500.0,64.4074074074074,3783.1481481481483,Sékou Sanogo,Red Star,https://img.fminside.net/facesfm22/12021722.png,66.0,32.0,Left,Midfield,3 / 0,183,81,Ivory Coast
1304,Saudi Arabia,Riyadh,46.7160104,24.638916,70.0,58500.0,66.34848484848484,34304.84848484849,Odion Ighalo,Al-Shabab (KSA),https://img.fminside.net/facesfm22/12009301.png,66.0,31.0,Right,Striker,35 / 16,181,73,Nigeria
1305,Brazil,São Paulo (SP),-46.6333824,-23.5506507,74.0,12780.0,66.51527777777778,6301.625,Luiz Adriano,Palmeiras,https://img.fminside.net/facesfm22/8833687.png,66.0,34.0,Right,Striker,4 / 0,184,81,Brazil
1306,Brazil,Porto Alegre (RS),-51.2303767,-30.0324999,75.0,14850.0,66.51527777777778,6301.625,Rafinha,Grêmio,https://img.fminside.net/facesfm22/8833533.png,66.0,35.0,Right,Defenders,4 / 0,172,68,Brazil
1307,Spain,Madrid,-3.7035825,40.4167047,83.0,291200.0,71.26381909547739,29064.057788944723,Marcelo,Real Madrid,https://img.fminside.net/facesfm22/8832853.png,66.0,33.0,Left,Midfield,58 / 6,174,80,Brazil
1308,England,Watford,-0.3957425,51.6553875,70.0,7120.0,71.55578093306288,42233.71196754564,Francisco Sierralta,Watford,https://img.fminside.net/facesfm22/75037516.png,66.0,24.0,Right,Defenders,8 / 0,192,83,Chile
1309,Italy,Bologna,11.3426327,44.4938203,76.0,43860.0,69.73652694610779,26731.221556886227,Gary Medel,Bologna,https://img.fminside.net/facesfm22/75000560.png,66.0,33.0,Right,Midfield,134 / 7,171,65,Chile
1310,Ukraine,Kyiv,30.5241361,50.4500336,70.0,7200.0,68.82142857142857,7210.357142857143,Olexandr Karavaev,Dynamo Kyiv,https://img.fminside.net/facesfm22/71023439.png,66.0,29.0,Right,Striker,39 / 1,174,67,Ukraine
1311,Spain,Bilbao,-2.9350039,43.2630018,75.0,16400.0,71.26381909547739,29064.057788944723,Jon Morcillo,Athletic Club,https://img.fminside.net/facesfm22/67260202.png,66.0,22.0,Left,Striker,0 / 0,183,72,Spain
1312,Spain,Granada,-3.5995337,37.1734995,75.0,4300.0,71.26381909547739,29064.057788944723,Monchu,Granada,https://img.fminside.net/facesfm22/67246433.png,66.0,21.0,Right,Midfield,0 / 0,173,68,Spain
1313,Spain,Leganés,-3.76527,40.3281942,70.0,9690.0,71.26381909547739,29064.057788944723,Sergi Palencia,CD Leganés,https://img.fminside.net/facesfm22/67198782.png,66.0,25.0,Right,Defenders,0 / 0,168,67,Spain
1314,Spain,Valladolid,-4.728562,41.6521328,72.0,55020.0,71.26381909547739,29064.057788944723,Roque Mesa,Real Valladolid,https://img.fminside.net/facesfm22/67148546.png,66.0,32.0,Right,Midfield,0 / 0,171,72,Spain
1315,Spain,Eibar,-2.4732748,43.1842839,68.0,14390.0,71.26381909547739,29064.057788944723,Toño,SD Eibar,https://img.fminside.net/facesfm22/67138472.png,66.0,31.0,Left,Defenders,0 / 0,179,70,Spain
1316,Spain,Vitoria,-2.6724025,42.8465088,69.0,15190.0,71.26381909547739,29064.057788944723,Tomás Pina,Alavés,https://img.fminside.net/facesfm22/67100205.png,66.0,33.0,Right,Midfield,0 / 0,184,75,Spain
1317,Spain,Elche,-0.6988391,38.2653307,68.0,14190.0,71.26381909547739,29064.057788944723,Gonzalo Verdú,Elche,https://img.fminside.net/facesfm22/67093485.png,66.0,32.0,Right,Midfield,0 / 0,185,80,Spain
1318,England,Liverpool,-2.99168,53.4071991,74.0,52650.0,71.55578093306288,42233.71196754564,Salomón Rondón,Everton,https://img.fminside.net/facesfm22/67063933.png,66.0,31.0,Right,Striker,82 / 31,186,85,Venezuela
1319,Spain,Valencia,-0.3763353,39.4697065,76.0,13000.0,71.26381909547739,29064.057788944723,Uroš Racic,Valencia,https://img.fminside.net/facesfm22/62189039.png,66.0,23.0,Right,Midfield,1 / 0,193,81,Serbia
1320,Italy,Turin,7.6824892,45.0677551,72.0,24910.0,69.73652694610779,26731.221556886227,Saša Lukic,Torino,https://img.fminside.net/facesfm22/62124117.png,66.0,24.0,Right,Midfield,18 / 0,182,77,Serbia
1321,Portugal,Braga,-8.4280045,41.5510583,72.0,8520.0,66.94324324324324,6634.8378378378375,Chiquinho,SC Braga,https://img.fminside.net/facesfm22/55082827.png,66.0,25.0,Right,Midfield,0 / 0,174,70,Portugal
1322,Portugal,Lisbon,-9.1365919,38.7077507,71.0,23860.0,66.94324324324324,6634.8378378378375,Paulinho,Sporting CP,https://img.fminside.net/facesfm22/55060769.png,66.0,28.0,Left,Striker,3 / 2,187,82,Portugal
1323,United Arab Emirates,Abu Dhabi,54.3774014,24.4538352,68.0,26240.0,65.27027027027027,21869.18918918919,Fábio Martins,Al-Wahda (UAE),https://img.fminside.net/facesfm22/55028042.png,66.0,27.0,Right,Striker,0 / 0,178,72,Portugal
1324,Portugal,Porto,-8.6107884,41.1494512,69.0,8520.0,66.94324324324324,6634.8378378378375,Fábio Cardoso,FC Porto,https://img.fminside.net/facesfm22/55024859.png,66.0,27.0,Right,Defenders,0 / 0,187,81,Portugal
1325,Portugal,Braga,-8.4280045,41.5510583,68.0,6470.0,66.94324324324324,6634.8378378378375,Nuno Sequeira,SC Braga,https://img.fminside.net/facesfm22/55009772.png,66.0,30.0,Left,Defenders,0 / 0,184,82,Portugal
1326,Turkey,Antalya,30.6954846,36.9009641,67.0,25010.0,66.57402597402597,15953.35064935065,Wilson Eduardo,Alanyaspor,https://img.fminside.net/facesfm22/55009688.png,66.0,30.0,Right,Striker,5 / 2,179,73,Angola
1327,Mexico,Mexico City,-99.1331785,19.4326296,73.0,14430.0,67.5922746781116,8897.639484978541,Roberto Alvarado,Cruz Azul,https://img.fminside.net/facesfm22/51045753.png,66.0,22.0,Left,Striker,23 / 3,172,70,Mexico
1328,England,London,-0.1276474,51.5073219,74.0,34630.0,71.55578093306288,42233.71196754564,Jean-Philippe Mateta,Crystal Palace,https://img.fminside.net/facesfm22/49034219.png,66.0,23.0,Right,Striker,0 / 0,192,88,France
1329,France,Monaco,7.424224092532953,43.73844905,73.0,17270.0,68.49810606060606,24544.280303030304,Axel Disasi,AS Monaco,https://img.fminside.net/facesfm22/48037291.png,66.0,23.0,Right,Defenders,0 / 0,190,86,France
1330,Belgium,Bruges,3.226772,51.2085526,71.0,7500.0,65.33440514469453,9041.575562700964,Faitout Maouassa,Club Brugge,https://img.fminside.net/facesfm22/48031025.png,66.0,22.0,Left,Defenders,0 / 0,170,73,France
1331,Serbia,Belgrade,20.4568974,44.8178131,71.0,12700.0,64.4074074074074,3783.1481481481483,Bibars Natcho,FK Partizan,https://img.fminside.net/facesfm22/7868191.png,66.0,33.0,Right,Midfield,78 / 3,176,77,Israel
1332,Brazil,Porto Alegre (RS),-51.2303767,-30.0324999,75.0,36690.0,66.51527777777778,6301.625,Paolo Guerrero,Internacional,https://img.fminside.net/facesfm22/5290748.png,66.0,37.0,Right,Striker,106 / 41,184,82,Peru
1333,England,Southampton,-1.404189,50.9025349,80.0,87750.0,71.55578093306288,42233.71196754564,Theo Walcott,Southampton,https://img.fminside.net/facesfm22/5125014.png,66.0,32.0,Right,Striker,47 / 8,176,71,England
1334,England,Burnley,-2.2439196,53.7907262,72.0,58500.0,71.55578093306288,42233.71196754564,Jack Cork,Burnley,https://img.fminside.net/facesfm22/5007409.png,66.0,31.0,Right,Midfield,1 / 0,185,69,England
1335,Spain,Granada,-3.5995337,37.1734995,68.0,14190.0,71.26381909547739,29064.057788944723,Jorge Molina,Granada,https://img.fminside.net/facesfm22/1511478.png,66.0,39.0,Right,Striker,0 / 0,189,87,Spain
1336,Italy,Milan,9.1896346,45.4641943,70.0,3910.0,69.73652694610779,26731.221556886227,Junior Messias,Milan,https://img.fminside.net/facesfm22/43315178.png,66.0,30.0,Left,Striker,0 / 0,179,70,Brazil
1337,Italy,Bergamo,9.754219200862249,45.756655699999996,71.0,16010.0,69.73652694610779,26731.221556886227,Giuseppe Pezzella,Atalanta,https://img.fminside.net/facesfm22/43161921.png,66.0,23.0,Left,Midfield,0 / 0,187,81,Italy
1338,Italy,La Spezia,9.691232634547537,44.23836595,72.0,3560.0,69.73652694610779,26731.221556886227,Simone Bastoni,Spezia,https://img.fminside.net/facesfm22/43124937.png,66.0,24.0,Left,Midfield,0 / 0,181,74,Italy
1339,Italy,Empoli,10.9458556,43.7194884,70.0,49830.0,69.73652694610779,26731.221556886227,Leonardo Mancuso,Empoli,https://img.fminside.net/facesfm22/43061291.png,66.0,29.0,Right,Striker,0 / 0,182,80,Italy
1340,Spain,Valencia,-0.3763353,39.4697065,73.0,19730.0,71.26381909547739,29064.057788944723,Cristiano Piccini,Valencia,https://img.fminside.net/facesfm22/43052618.png,66.0,28.0,Right,Defenders,3 / 0,189,79,Italy
1341,Italy,Benevento,14.705941329939769,41.2476884,69.0,12460.0,69.73652694610779,26731.221556886227,Gaetano Letizia,Benevento,https://img.fminside.net/facesfm22/43049523.png,66.0,30.0,Right,Defenders,0 / 0,173,63,Italy
1342,Israel,Haifa,34.9983856,32.8191218,69.0,10490.0,64.78,5889.4,Omer Atzili,Maccabi Haifa,https://img.fminside.net/facesfm22/42039799.png,66.0,27.0,Left,Striker,2 / 0,178,68,Israel
1343,Netherlands,Arnhem,5.9108573,51.984257,73.0,5240.0,67.90942028985508,7040.579710144928,Riechedly Bazoer,Vitesse,https://img.fminside.net/facesfm22/37041762.png,66.0,24.0,Right,Midfield,6 / 0,184,74,Netherlands
1344,Italy,Udine,13.2358377,46.0634632,66.0,21350.0,69.73652694610779,26731.221556886227,Bram Nuytinck,Udinese,https://img.fminside.net/facesfm22/37006661.png,66.0,31.0,Left,Defenders,0 / 0,190,80,Netherlands
1345,Italy,Cagliari,9.1128513,39.2169525,81.0,115030.0,69.73652694610779,26731.221556886227,Kevin Strootman,Cagliari,https://img.fminside.net/facesfm22/37002756.png,66.0,31.0,Left,Midfield,46 / 3,186,78,Netherlands
1346,Portugal,Lisbon,-9.1365919,38.7077507,76.0,29560.0,66.94324324324324,6634.8378378378375,Adel Taarabt,SL Benfica,https://img.fminside.net/facesfm22/34001033.png,66.0,32.0,Right,Midfield,28 / 4,180,76,Morocco
1347,France,Rennes,-1.6800198,48.1113387,68.0,23020.0,68.49810606060606,24544.280303030304,Birger Meling,Stade Rennais,https://img.fminside.net/facesfm22/29126536.png,66.0,26.0,Left,Midfield,22 / 0,173,64,Norway
1348,England,Southampton,-1.404189,50.9025349,69.0,58500.0,71.55578093306288,42233.71196754564,Jack Stephens,Southampton,https://img.fminside.net/facesfm22/29071914.png,66.0,27.0,Right,Midfield,0 / 0,185,84,England
1349,Saudi Arabia,Jeddah,39.1653612,21.5810088,73.0,20960.0,66.34848484848484,34304.84848484849,Igor Coronado,Al-Ittihad (KSA),https://img.fminside.net/facesfm22/29068373.png,66.0,28.0,Right,Striker,0 / 0,170,62,Brazil
1350,England,Sheffield,-1.4702278,53.3806626,69.0,25740.0,71.55578093306288,42233.71196754564,George Baldock,Sheffield United,https://img.fminside.net/facesfm22/29063519.png,66.0,28.0,Right,Defenders,0 / 0,178,67,England
1351,Scotland,Glasgow,-4.2488787,55.8609825,71.0,29250.0,66.12962962962963,8470.462962962964,Connor Goldson,Rangers,https://img.fminside.net/facesfm22/29062045.png,66.0,28.0,Right,Defenders,0 / 0,191,90,England
1352,England,Leicester,-1.1330789,52.6361398,80.0,29250.0,71.55578093306288,42233.71196754564,Luke Thomas,Leicester,https://img.fminside.net/facesfm22/28117365.png,66.0,20.0,Left,Defenders,0 / 0,181,0,England
1353,Germany,Wolfsburg,10.7861682,52.4205588,74.0,45000.0,68.02046783625731,22653.040935672514,Lukas Nmecha,VfL Wolfsburg,https://img.fminside.net/facesfm22/28106360.png,66.0,22.0,Right,Striker,0 / 0,185,80,Germany
1354,England,Leicester,-1.1330789,52.6361398,79.0,70200.0,71.55578093306288,42233.71196754564,Hamza Choudhury,Leicester,https://img.fminside.net/facesfm22/28100205.png,66.0,23.0,Right,Midfield,0 / 0,178,64,England
1355,England,Bournemouth,-1.8767712,50.7194784,82.0,23400.0,71.55578093306288,42233.71196754564,David Brooks,Bournemouth,https://img.fminside.net/facesfm22/28095352.png,66.0,23.0,Left,Striker,21 / 2,173,65,Wales
1356,Brazil,Rio de Janeiro (RJ),-43.2093727,-22.9110137,71.0,58500.0,66.51527777777778,6301.625,Andreas Pereira,Flamengo,https://img.fminside.net/facesfm22/28085588.png,66.0,25.0,Right,Striker,1 / 0,178,71,Brazil
1357,England,Manchester,-2.2451148,53.4794892,78.0,128700.0,71.55578093306288,42233.71196754564,Phil Jones,Man Utd,https://img.fminside.net/facesfm22/28027433.png,66.0,29.0,Right,Defenders,27 / 0,185,71,England
1358,England,Liverpool,-2.99168,53.4071991,72.0,52650.0,71.55578093306288,42233.71196754564,Andros Townsend,Everton,https://img.fminside.net/facesfm22/28005834.png,66.0,29.0,Left,Striker,13 / 3,178,75,England
1359,Portugal,Guimarães,-8.2955712,41.4417677,73.0,4130.0,66.94324324324324,6634.8378378378375,Abdul Mumin,Vitória de Guimarães,https://img.fminside.net/facesfm22/27128916.png,66.0,23.0,Right,Defenders,0 / 0,189,79,Ghana
1360,Sweden,Malmö,13.0001566,55.6052931,68.0,6380.0,63.56209150326797,2423.0065359477126,Anders Christiansen,Malmö FF,https://img.fminside.net/facesfm22/27010420.png,66.0,31.0,Right,Midfield,5 / 0,175,68,Denmark
1361,Czech Republic,Prague,14.4212535,50.0874654,66.0,6670.0,64.1651376146789,3474.1284403669724,Jan Boril,Slavia Prague,https://img.fminside.net/facesfm22/25019925.png,66.0,30.0,Right,Defenders,27 / 0,175,75,Czech Republic
1362,Italy,Turin,7.6824892,45.0677551,73.0,34630.0,69.73652694610779,26731.221556886227,Josip Brekalo,Torino,https://img.fminside.net/facesfm22/24046837.png,66.0,22.0,Right,Striker,27 / 4,180,70,Croatia
1363,Italy,Bologna,11.3426327,44.4938203,72.0,32030.0,69.73652694610779,26731.221556886227,Lorenzo De Silvestri,Bologna,https://img.fminside.net/facesfm22/1401054.png,66.0,33.0,Right,Midfield,6 / 0,186,84,Italy
1364,Italy,Brescia,10.4258729694612,45.77958045,80.0,39150.0,69.73652694610779,26731.221556886227,Rodrigo Palacio,Brescia,https://img.fminside.net/facesfm22/955445.png,66.0,39.0,Right,Striker,27 / 3,176,70,Argentina
1365,France,Monaco,7.424224092532953,43.73844905,73.0,55210.0,68.49810606060606,24544.280303030304,Djibril Sidibé,AS Monaco,https://img.fminside.net/facesfm22/167575.png,66.0,28.0,Right,Defenders,18 / 1,182,71,France
1366,United States,Cincinnati (OH),-84.5124602,39.1014537,80.0,28490.0,64.87586206896552,10691.241379310344,Brenner,Cincinnati,https://img.fminside.net/facesfm22/19302917.png,66.0,21.0,Right,Striker,0 / 0,175,70,Brazil
1367,England,Southampton,-1.404189,50.9025349,73.0,58500.0,71.55578093306288,42233.71196754564,Lyanco,Southampton,https://img.fminside.net/facesfm22/19236273.png,66.0,24.0,Right,Defenders,0 / 0,187,83,Brazil
1368,Brazil,São Paulo (SP),-46.6333824,-23.5506507,76.0,3090.0,66.51527777777778,6301.625,Luan,Corinthians,https://img.fminside.net/facesfm22/19226636.png,66.0,28.0,Right,Striker,2 / 0,180,71,Brazil
1369,France,Bordeaux,-0.5800364,44.841225,68.0,34510.0,68.49810606060606,24544.280303030304,Otávio,Bordeaux,https://img.fminside.net/facesfm22/19226437.png,66.0,27.0,Right,Midfield,0 / 0,173,73,Brazil
1370,France,Lorient,-3.3660907,47.7477336,69.0,15940.0,68.49810606060606,24544.280303030304,Igor Silva,FC Lorient,https://img.fminside.net/facesfm22/19213408.png,66.0,24.0,Right,Midfield,0 / 0,173,66,Brazil
1371,Brazil,Belo Horizonte (MG),-43.9450948,-19.9227318,68.0,5570.0,66.51527777777778,6301.625,Jair,Atlético Mineiro,https://img.fminside.net/facesfm22/19190120.png,66.0,26.0,Right,Midfield,0 / 0,178,74,Brazil
1372,Brazil,São Paulo (SP),-46.6333824,-23.5506507,69.0,7420.0,66.51527777777778,6301.625,Luan,Palmeiras,https://img.fminside.net/facesfm22/19164900.png,66.0,28.0,Right,Defenders,0 / 0,189,86,Brazil
1373,Brazil,Belo Horizonte (MG),-43.9450948,-19.9227318,67.0,16710.0,66.51527777777778,6301.625,Eduardo Sasha,Atlético Mineiro,https://img.fminside.net/facesfm22/19089313.png,66.0,29.0,Right,Striker,0 / 0,173,70,Brazil
1374,Saudi Arabia,Ha'il,41.4892578,26.9920987,70.0,15500.0,66.34848484848484,34304.84848484849,Marcelo,Al-Ta'ee,https://img.fminside.net/facesfm22/19080674.png,66.0,31.0,Right,Defenders,0 / 0,182,74,Brazil
1375,China PR,Guangzhou,113.2592945,23.1301964,78.0,95920.0,68.47222222222223,37336.38888888889,Ricardo Goulart,Guangzhou Evergrande,https://img.fminside.net/facesfm22/19074789.png,66.0,30.0,Right,Striker,0 / 0,183,80,China PR
1376,Brazil,São Paulo (SP),-46.6333824,-23.5506507,79.0,3090.0,66.51527777777778,6301.625,Gil,Corinthians,https://img.fminside.net/facesfm22/19053424.png,66.0,34.0,Right,Defenders,11 / 0,192,87,Brazil
1377,China PR,Chongqing,106.5478767,29.5647398,68.0,15390.0,68.47222222222223,37336.38888888889,Fernandinho,Chongqing Lifan,https://img.fminside.net/facesfm22/19020304.png,66.0,35.0,Left,Striker,0 / 0,171,66,Brazil
1378,Brazil,São Paulo (SP),-46.6333824,-23.5506507,73.0,12990.0,66.51527777777778,6301.625,Marcos Rocha,Palmeiras,https://img.fminside.net/facesfm22/19014340.png,66.0,32.0,Right,Defenders,2 / 0,176,73,Brazil
1379,China PR,Changchun,125.3171216,43.8130735,78.0,15620.0,68.47222222222223,37336.38888888889,Junior Negao,Changchun Yatai,https://img.fminside.net/facesfm22/19008106.png,66.0,34.0,Right,Striker,0 / 0,187,84,Brazil
1380,Germany,Sinsheim,8.87722,49.2553,73.0,22010.0,68.02046783625731,22653.040935672514,Stefan Posch,TSG 1899 Hoffenheim,https://img.fminside.net/facesfm22/16147386.png,66.0,24.0,Right,Defenders,11 / 1,189,82,Austria
1381,Turkey,Adana,35.3252861,36.9863599,74.0,17600.0,66.57402597402597,15953.35064935065,Matías Vargas,Adana Demirspor,https://img.fminside.net/facesfm22/14141967.png,66.0,24.0,Right,Striker,2 / 0,168,66,Argentina
1382,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,66.0,4940.0,63.85049019607843,4496.703431372549,Elías Gómez,Argentinos Juniors,https://img.fminside.net/facesfm22/14048698.png,66.0,27.0,Left,Defenders,0 / 0,174,75,Argentina
1383,Brazil,Porto Alegre (RS),-51.2303767,-30.0324999,71.0,18370.0,66.51527777777778,6301.625,Renzo Saravia,Internacional,https://img.fminside.net/facesfm22/14046848.png,66.0,27.0,Right,Defenders,9 / 0,178,74,Argentina
1384,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,68.0,6650.0,63.85049019607843,4496.703431372549,Braian Romero,River Plate,https://img.fminside.net/facesfm22/14044409.png,66.0,30.0,Right,Striker,0 / 0,180,76,Argentina
1385,Brazil,Rio de Janeiro (RJ),-43.2093727,-22.9110137,72.0,11140.0,66.51527777777778,6301.625,Juan Cazares,Fluminense,https://img.fminside.net/facesfm22/14031128.png,66.0,29.0,Right,Striker,22 / 1,171,63,Ecuador
1386,United States,Chicago (IL),-87.6244212,41.8755616,68.0,38180.0,64.87586206896552,10691.241379310344,Gastón Giménez,Chicago Fire,https://img.fminside.net/facesfm22/14027034.png,66.0,29.0,Left,Midfield,8 / 1,188,88,Paraguay
1387,England,London,-0.1276474,51.5073219,75.0,81900.0,71.55578093306288,42233.71196754564,Manuel Lanzini,West Ham,https://img.fminside.net/facesfm22/14025513.png,66.0,28.0,Right,Midfield,5 / 1,167,59,Argentina
1388,Mexico,Mexico City,-99.1331785,19.4326296,73.0,12090.0,67.5922746781116,8897.639484978541,Guillermo Fernández,Cruz Azul,https://img.fminside.net/facesfm22/14023219.png,66.0,29.0,Right,Midfield,0 / 0,178,75,Argentina
1389,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,71.0,10320.0,63.85049019607843,4496.703431372549,Federico Mancuello,Vélez,https://img.fminside.net/facesfm22/14022096.png,66.0,32.0,Left,Midfield,2 / 1,177,75,Argentina
1390,Italy,Verona,10.9924122,45.4384958,69.0,8770.0,69.73652694610779,26731.221556886227,Pawel Dawidowicz,Hellas Verona,https://img.fminside.net/facesfm22/96044665.png,66.0,26.0,Right,Midfield,4 / 0,189,80,Poland
1391,Russia,Moscow,37.625444019985025,55.7245371,73.0,28320.0,66.40689655172413,15962.827586206897,Murilo,Lokomotiv Moscow,https://img.fminside.net/facesfm22/95040312.png,66.0,24.0,Right,Defenders,0 / 0,188,78,Brazil
1392,Russia,Moscow,37.625444019985025,55.7245371,69.0,29770.0,66.40689655172413,15962.827586206897,Jordan Larsson,Spartak Moscow,https://img.fminside.net/facesfm22/93053655.png,66.0,23.0,Left,Striker,3 / 1,175,69,Sweden
1393,Germany,Hamburg,10.000654,53.550341,66.0,17270.0,68.02046783625731,22653.040935672514,Tim Leibold,Hamburger SV,https://img.fminside.net/facesfm22/92063452.png,66.0,27.0,Left,Striker,0 / 0,174,72,Germany
1394,Germany,Sinsheim,8.87722,49.2553,66.0,15010.0,68.02046783625731,22653.040935672514,Sargis Adamyan,TSG 1899 Hoffenheim,https://img.fminside.net/facesfm22/92057768.png,66.0,28.0,Right,Striker,25 / 2,184,78,Armenia
1395,Germany,Freiburg,7.8494005,47.9960901,73.0,8500.0,68.02046783625731,22653.040935672514,Woo-yeong Jeong,SC Freiburg,https://img.fminside.net/facesfm22/91187682.png,66.0,21.0,Right,Striker,1 / 0,179,70,South Korea
1396,Italy,Genoa,8.9338624,44.40726,76.0,13160.0,69.73652694610779,26731.221556886227,Julian Chabot,Sampdoria,https://img.fminside.net/facesfm22/91177332.png,66.0,23.0,Left,Defenders,0 / 0,195,85,Germany
1397,Germany,Berlin,13.3996024,52.5186925,67.0,12920.0,68.02046783625731,22653.040935672514,Grischa Prömel,Union Berlin,https://img.fminside.net/facesfm22/91144397.png,66.0,26.0,Right,Midfield,0 / 0,184,78,Germany
1398,Germany,Berlin,13.3996024,52.5186925,71.0,26860.0,68.02046783625731,22653.040935672514,Maximilian Mittels..,Hertha BSC,https://img.fminside.net/facesfm22/91143714.png,66.0,24.0,Left,Midfield,0 / 0,180,71,Germany
1399,Germany,Frankfurt/Main,8.6371136,50.0537437,66.0,8000.0,68.02046783625731,22653.040935672514,Christopher Lenz,Eintracht Frankfurt,https://img.fminside.net/facesfm22/91119808.png,66.0,26.0,Left,Midfield,0 / 0,180,81,Germany
1400,Spain,Granada,-3.5995337,37.1734995,68.0,11830.0,71.26381909547739,29064.057788944723,Darwin Machís,Granada,https://img.fminside.net/facesfm22/86017618.png,66.0,28.0,Right,Striker,27 / 6,171,72,Venezuela
1401,France,Saint-Etienne,4.3873058,45.4401467,68.0,20720.0,68.49810606060606,24544.280303030304,Denis Bouanga,AS Saint-Étienne,https://img.fminside.net/facesfm22/85145065.png,66.0,26.0,Right,Striker,21 / 7,180,71,Gabon
1402,Italy,Milan,9.1896346,45.4641943,72.0,29240.0,69.73652694610779,26731.221556886227,Fodé Ballo-Touré,Milan,https://img.fminside.net/facesfm22/85140284.png,66.0,24.0,Left,Midfield,4 / 0,182,70,Senegal
1403,France,Reims,4.031926,49.2577886,66.0,18420.0,68.49810606060606,24544.280303030304,Yunis Abdelhamid,Reims,https://img.fminside.net/facesfm22/85122308.png,66.0,33.0,Left,Defenders,10 / 0,190,83,Morocco
1404,France,Rennes,-1.6800198,48.1113387,67.0,27610.0,68.49810606060606,24544.280303030304,Flavien Tait,Stade Rennais,https://img.fminside.net/facesfm22/85121618.png,66.0,28.0,Right,Striker,0 / 0,175,70,France
1405,France,Rennes,-1.6800198,48.1113387,68.0,23010.0,68.49810606060606,24544.280303030304,Serhou Guirassy,Stade Rennais,https://img.fminside.net/facesfm22/85111795.png,66.0,25.0,Right,Striker,0 / 0,187,82,France
1406,France,Nice,7.2683912,43.7009358,74.0,37510.0,68.49810606060606,24544.280303030304,Mario Lemina,OGC Nice,https://img.fminside.net/facesfm22/85104273.png,66.0,27.0,Right,Midfield,19 / 3,184,85,Gabon
1407,France,Strasbourg,7.7507127,48.584614,66.0,16440.0,68.49810606060606,24544.280303030304,Ludovic Ajorque,Strasbourg,https://img.fminside.net/facesfm22/85103818.png,66.0,27.0,Left,Striker,0 / 0,197,82,France
